domain,curve,pilot_fraction,pilot_points,target_horizon,method,prediction,absolute_error,lower,upper,width,covered,minimum_pilot_radius
IC,cal_5|MiX/B/16,0.5,12,2.397134923089811,continuous_cert_4.0x,0.2416668654996909,0.06271953597851171,0.02613384510548267,0.45719988589389915,0.4310660407884165,1,0.0625389107890847
IC,cal_5|MiX/B/16,0.5,12,2.397134923089811,one_power,0.1419579712903758,0.036989358230803404,nan,nan,,,0.0625389107890847
IC,cal_5|MiX/B/16,0.5,12,2.397134923089811,two_power,0.14195805935314376,0.03698927016803544,nan,nan,,,0.0625389107890847
IC,cal_5|MiX/B/16,0.5,12,2.397134923089811,one_power_bootstrap,0.1419579712903758,0.036989358230803404,0.1290028403985878,0.20702221539853144,0.07801937499994363,1,0.0625389107890847
IC,cal_5|MiX/B/16,0.7,17,1.3611111111111112,continuous_cert_1.0x,0.17488323696467611,0.004064092556503085,0.17437899732638962,0.17538747660296264,0.001008479276573021,0,0.062538910789059
IC,cal_5|MiX/B/16,0.7,17,1.3611111111111112,continuous_cert_2.0x,0.20274558991361274,0.023798260392433546,0.09722199561293707,0.30826918421428845,0.21104718860135138,1,0.062538910789059
IC,cal_5|MiX/B/16,0.7,17,1.3611111111111112,continuous_cert_3.0x,0.21383530643958776,0.03488797691840856,0.05201630759203429,0.3756543052871412,0.3236379976951069,1,0.062538910789059
IC,cal_5|MiX/B/16,0.7,17,1.3611111111111112,continuous_cert_4.0x,0.23227069412989096,0.05332336460871176,0.026133845105512366,0.43840754315426955,0.4122736980487572,1,0.062538910789059
IC,cal_5|MiX/B/16,0.7,17,1.3611111111111112,one_power,0.145426781143715,0.03352054837746421,nan,nan,,,0.062538910789059
IC,cal_5|MiX/B/16,0.7,17,1.3611111111111112,two_power,0.14542678149846225,0.03352054802271695,nan,nan,,,0.062538910789059
IC,cal_5|MiX/B/16,0.7,17,1.3611111111111112,one_power_bootstrap,0.145426781143715,0.03352054837746421,0.1379351602753021,0.1759657483686536,0.038030588093351525,0,0.062538910789059
IC,cal_5|MiX/B/16,0.85,20,1.1666666666666667,continuous_cert_1.0x,0.1748832369646811,0.004064092556498089,0.1743789973263856,0.1753874766029766,0.0010084792765910067,0,0.0625389107890616
IC,cal_5|MiX/B/16,0.85,20,1.1666666666666667,continuous_cert_2.0x,0.20024978906650515,0.021302459545325947,0.09722199561293195,0.30327758252007836,0.20605558690714643,1,0.0625389107890616
IC,cal_5|MiX/B/16,0.85,20,1.1666666666666667,continuous_cert_3.0x,0.2101957735321397,0.031248444010960497,0.052016307592030166,0.3683752394722492,0.316358931880219,1,0.0625389107890616
IC,cal_5|MiX/B/16,0.85,20,1.1666666666666667,continuous_cert_4.0x,0.22858823899951677,0.049640909478337575,0.026133845105509368,0.4310426328935242,0.4049087877880148,1,0.0625389107890616
IC,cal_5|MiX/B/16,0.85,20,1.1666666666666667,one_power,0.14926406099252257,0.02968326852865663,nan,nan,,,0.0625389107890616
IC,cal_5|MiX/B/16,0.85,20,1.1666666666666667,two_power,0.14926406196556202,0.029683267555617177,nan,nan,,,0.0625389107890616
IC,cal_5|MiX/B/16,0.85,20,1.1666666666666667,one_power_bootstrap,0.14926406099252257,0.02968326852865663,0.14243589118868785,0.16706624798002043,0.024630356791332575,0,0.0625389107890616
IC,inet_5|MiX/B/16,0.5,12,1.32010582010582,continuous_cert_1.0x,0.36441556045436085,0.0034755212964934223,0.36053949622064685,0.3682916246880749,0.0077521284674280655,1,0.020461572650927122
IC,inet_5|MiX/B/16,0.5,12,1.32010582010582,continuous_cert_2.0x,0.36748630186480136,0.006546262706933925,0.3285046275768777,0.40646797615272495,0.07796334857584725,1,0.020461572650927122
IC,inet_5|MiX/B/16,0.5,12,1.32010582010582,continuous_cert_3.0x,0.36355078664350926,0.002610747485641829,0.297937821329068,0.42916375195795053,0.13122593062888255,1,0.020461572650927122
IC,inet_5|MiX/B/16,0.5,12,1.32010582010582,continuous_cert_4.0x,0.3605625408350283,0.00037749832283912044,0.26984572666123846,0.45127935500881816,0.1814336283475797,1,0.020461572650927122
IC,inet_5|MiX/B/16,0.5,12,1.32010582010582,one_power,0.3557627451817762,0.005177293976091235,nan,nan,,,0.020461572650927122
IC,inet_5|MiX/B/16,0.5,12,1.32010582010582,two_power,0.35576274738196145,0.005177291775905979,nan,nan,,,0.020461572650927122
IC,inet_5|MiX/B/16,0.5,12,1.32010582010582,one_power_bootstrap,0.3557627451817762,0.005177293976091235,0.3509719797369602,0.36284127830332774,0.011869298566367537,1,0.020461572650927122
IC,inet_5|MiX/B/16,0.7,17,1.1645274212368728,continuous_cert_1.0x,0.364415560454375,0.0034755212965075777,0.36053949622063486,0.36829162468811516,0.0077521284674803015,1,0.020461572650933468
IC,inet_5|MiX/B/16,0.7,17,1.1645274212368728,continuous_cert_2.0x,0.3674863018647989,0.006546262706931483,0.3285046275768588,0.40646797615273905,0.07796334857588028,1,0.020461572650933468
IC,inet_5|MiX/B/16,0.7,17,1.1645274212368728,continuous_cert_3.0x,0.3635507866435057,0.002610747485638276,0.2979378213290398,0.4291637519579717,0.1312259306289319,1,0.020461572650933468
IC,inet_5|MiX/B/16,0.7,17,1.1645274212368728,continuous_cert_4.0x,0.3623392174333776,0.0013991782755101712,0.2733990798579103,0.4512793550088449,0.17788027515093463,1,0.020461572650933468
IC,inet_5|MiX/B/16,0.7,17,1.1645274212368728,one_power,0.3570379341198987,0.0039021050379687283,nan,nan,,,0.020461572650933468
IC,inet_5|MiX/B/16,0.7,17,1.1645274212368728,two_power,0.35703793361367325,0.0039021055441941788,nan,nan,,,0.020461572650933468
IC,inet_5|MiX/B/16,0.7,17,1.1645274212368728,one_power_bootstrap,0.3570379341198987,0.0039021050379687283,0.35344726934028886,0.3619852871566799,0.00853801781639102,1,0.020461572650933468
IC,inet_5|MiX/B/16,0.85,20,1.0883315158124318,continuous_cert_1.0x,0.36441556045452356,0.0034755212966561255,0.3605394962205094,0.3682916246885377,0.007752128468028308,1,0.02046157265100006
IC,inet_5|MiX/B/16,0.85,20,1.0883315158124318,continuous_cert_2.0x,0.36748630186477327,0.0065462627069058366,0.32850462757665977,0.40646797615288677,0.077963348576227,1,0.02046157265100006
IC,inet_5|MiX/B/16,0.85,20,1.0883315158124318,continuous_cert_3.0x,0.36353608962222395,0.002596050464356514,0.29793782132874136,0.4291343579157066,0.13119653658696523,1,0.02046157265100006
IC,inet_5|MiX/B/16,0.85,20,1.0883315158124318,continuous_cert_4.0x,0.36340979391111405,0.0024697547532466224,0.27648685020414054,0.4503327376180876,0.17384588741394708,1,0.02046157265100006
IC,inet_5|MiX/B/16,0.85,20,1.0883315158124318,one_power,0.3577894126552802,0.0031506265025872393,nan,nan,,,0.02046157265100006
IC,inet_5|MiX/B/16,0.85,20,1.0883315158124318,two_power,0.3577894095862383,0.003150629571629149,nan,nan,,,0.02046157265100006
IC,inet_5|MiX/B/16,0.85,20,1.0883315158124318,one_power_bootstrap,0.3577894126552802,0.0031506265025872393,0.3559401611349454,0.361828873292832,0.005888712157886555,1,0.02046157265100006
